article_id	title	source_id	source	from	to	keywords	author_no	1st_author	date	no_refs	abstract
acm730925	Reduction of Visual Complexity in Dynamic Graphs	acm647546	Lecture Notes In Computer Science: Proceedings of the DIMACS International Workshop on Graph Drawing	218	225	null	4	P69495	1994	0	Graphs are used extensively in software visualization to represent both static aspects of software structure and dynamic aspects of execution-time behavior. However, for realistic subject software systems, there are far too many nodes and edges in the displayed graphs to be comprehensible to an end user. Further, for presentation of dynamics, continual change and redisplay of such large graphs is too demanding for conventional workstation computational resources. This paper poses the problem of ``reduction'' or ``abstraction'' in dynamically changing graphs, and proposes a combination of techniques that can be used to reduce the visual complexity of a graph, without obscuring the significant information that it was meant to convey. These techniques are illustrated by way of examples showing their use in systems for visualization of object-oriented and multi-layer software systems.
acm730930	A Simple Algorithm for Drawing Large Graphs on Small Screens	acm647546	Lecture Notes In Computer Science: Proceedings of the DIMACS International Workshop on Graph Drawing	278	281	null	3	P157384	1994	0	Viewing a large graph in limited display space has traditionally been accomplished using either reduced scale rendering of the graph or by attaching scrollbars to a view window which shows only a small portion of the entire graph. Recent work, however,has concentrated on integrating a locally detailed view with a globally scaled view. We present an algorithm for constructing a view which smoothly integrates local detail and global context in a single view window and describe user interaction with such a display.
acm730931	D Visualization of Program Information	acm647546	Lecture Notes In Computer Science: Proceedings of the DIMACS International Workshop on Graph Drawing	12	24	null	1	P270242	1994	0	null
acm731363	Searching and Discovery of Resources in Digital Libraries	acm647695	Lecture Notes In Computer Science: Selected Papers from the Digital Libraries, Research and Technology Advances	191	199	null	4	P206639	1995	0	null
acm73350	Edge concentration: a method for clustering directed graphs	acm72910	Software Configuration Management Workshop: Proceedings of the 2nd International Workshop on Software configuration management: ACM SIGSOFT Software Engineering Notes: Volume 14 , Issue 7 (November 1989)	76	85	null	1	P82211	1989	5	The display of a directed graph is a commonly used visual aid for representing relationships. However, some graphs contain so many edges that their display by traditional graph layout algorithms is virtually impossible because of the overwhelming number of crossings. Graphs representing large software systems and their configurations are particularly prone to this problem. Examples of such graphs include: graphs depicting a system's configuration, call graphs, graphs depicting import and export relationships between modules, and graphs depicting the "includes" relation among a system's source files. This paper proposes the elimination of some edges by replacing sets of edges that have the same set of source and target nodes by a special node called an edge concentration node. Reducing the number of edges often has the desirable side effect of reducing the number of crossings. An algorithm that determines a reasonable set of edge concentrations of a graph in O(n4) operations for each level in the graph is presented where n is the number of nodes in that level. Several examples from the area of software configuration management are shown to demonstrate the effectiveness of using edge concentrations.
acm73662	The cognitive coprocessor architecture for interactive user interfaces	acm73660	Symposium on User Interface Software and Technology: Proceedings of the 2nd annual ACM SIGGRAPH symposium on User interface software and technology	10	18	Design Tools and Techniques, User interfaces, INFORMATION STORAGE AND RETRIEVAL, Three-Dimensional Graphics and Realism, Subjects: Animation	3	P91941	1989	2	The graphics capabilities and speed of current hardware systems allow the exploration of 3D and animation in user interfaces, while improving the degree of interaction as well. In order to fully utilize these capabilities, new software architectures must support multiple, asynchronous, interacting agents (the Multiple Agent Problem), and support smooth interactive animation (the Animation Problem). The Cognitive Coprocessor is a new user interface architecture designed to solve these two problems, while supporting highly interactive user interfaces that have 2D and 3D animations. This architecture includes 3D Rooms, a 3D analogy to the Rooms system with Rooms Buttons extended to Interactive Objects that deal with 3D, animation, and gestures. This research is being tested in the domain of Information Visualization, which uses 2D and 3D animated artifacts to represent the structure of information. A prototype, called the Information Visualizer, has been built.
acm7478	Reliable communication in the presence of failures	acm7351	ACM Transactions on Computer Systems (TOCS): Volume 5 , Issue 1 (February 1987): 	47	76	reliability, atomic broadcast, fault-tolerant process groups, reliable broadcast	2	P159920	1987	12	The design and correctness of a communication facility for a distributed computer system are reported on. The facility provides support for fault-tolerant process groups in the form of a family of reliable multicast protocols that can be used in both local- and wide-area networks. These protocols attain high levels of concurrency, while respecting application-specific delivery ordering constraints, and have varying cost and performance that depend on the degree of ordering desired. In particular, a protocol that enforces causal delivery orderings is introduced and shown to be a valuable alternative to conventional asynchronous communication protocols. The facility also ensures that the processes belonging to a fault-tolerant process group will observe consistent orderings of events affecting the group as a whole, including process failures, recoveries, migration, and dynamic changes to group properties like member rankings. A review of several uses for the protocols in the ISIS system, which supports fault-tolerant resilient objects and bulletin boards, illustrates the significant simplification of higher level algorithms made possible by our approach.
acm757113	Multilevel Visualization of Clustered Graphs	acm647548	Lecture Notes In Computer Science: Proceedings of the Symposium on Graph Drawing	101	112	null	2	P223968	1996	0	Clustered graphs are graphs with recursive clustering structures over the vertices. This type of structure appears in many systems. Examples include CASE tools, management information systems, VLSI design tools, and reverse engineering systems. Existing layout algorithms represent the clustering structure as recursively nested regions in the plane. However, as the structure becomes more and more complex, two dimensional plane representations tend to be insufficient. In this paper, firstly, we describe some two dimensional plane drawing algorithms for clustered graphs; then we show how to extend two dimensional plane drawings to three dimensional multilevel drawings. We consider two conventions: straight-line convex drawings and orthogonal rectangular drawings; and we show some examples.
acm757116	Drawing Large Graphs with H3Viewer and Site Manager	acm647550	Lecture Notes In Computer Science: Proceedings of the 6th International Symposium on Graph Drawing	384	393	null	1	P278221	1998	3	We demonstrate the H3Viewer graph drawing library, which can be run from a standalone program or in conjunction with other programs such as SGI's Site Manager application. Our layout and drawing algorithms support interactive navigation of large graphs up to 100,000 edges. We present an adaptive drawing algorithm with a guaranteed frame rate. Both layout and navigation occur in 3D hyperbolic space, which provides a view of a large neighborhood around an easily changeable point of interest. We find an appropriate spanning tree to use as the backbone for fast layout and uncluttered drawing, and non-tree links can be displayed on demand. Our methods are appropriate when node or link annotations can guide the choice of a good parent from among all of the incoming links. Such annotations can be constructed using only a small amount of domain-specific knowledge, thus rendering tractable many graphs which may seem rather densely connected at first glance.
acm757117	Planarity-Preserving Clustering and Embedding for Large Planar Graphs	acm647551	Lecture Notes In Computer Science: Proceedings of the 7th International Symposium on Graph Drawing	186	196	null	3	P46578	1999	0	In this paper we present a novel approach for cluster-based drawing of large planar graphs that maintains planarity. Our technique works for arbitrary planar graphs and produces a clustering which satisfies the conditions for compound-planarity (c-planarity). Using the clustering, we obtain a representation of the graph as a collection of O(log n) layers, where each succeeding layer represents the graph in an increasing level of detail. At the same time, the diference between two graphs on neighboring layers of the hierarchy is small, thus preserving the viewer's mental map. The overall running time of the algorithm is O(n log n), where n is the number of vertices of graph G.
acm757122	Graph Drawing by High-Dimensional Embedding	acm647554	Lecture Notes In Computer Science: Revised Papers from the 10th International Symposium on Graph Drawing	207	219	null	2	P61889	2002	0	We present a novel approach to the aesthetic drawing of undirected graphs. The method has two phases: first embed the graph in a very high dimension and then project it into the 2-D plane using PCA. Experiments we have carried out show the ability of the method to draw graphs of 105 nodes in few seconds. The new method appears to have several advantages over classical methods, including a significantly better running time, a useful inherent capability to exhibit the graph in various dimensions, and an effective means for interactive exploration of large graphs.
acm760270	BiblioMapper: A Cluster-Based Information Visualization Technique	acm647341	INFOVIS: Proceedings of the 1998 IEEE Symposium on Information Visualization	130	136	null	1	P504109	1998	0	The purpose of the paper is to develop a visualization system of a document space, called BiblioMapper, for CISI collections, one of the bibliographic databases available on the Internet. The major function of BiblioMapper is to visualize the document space with a cluster-based visualization technique. The cluster-based visualization technique assembles a set of documents according to semantic similarities. One advantage of this technique is that users are able to focus on and assess each cluster and the documents which the cluster comprises according to their information needs.
acm760413	Integrating Natural Language With Large Dataspace Visualization	acm647493	Lecture Notes In Computer Science: Selected Papers from the Digital Libraries Workshop on Digital Libraries Current Issues	209	223	null	3	P464499	1994	0	null
acm76334	Models for visualization in parallel debuggers	acm76263	Conference on High Performance Networking and Computing: Proceedings of the 1989 ACM/IEEE conference on Supercomputing	627	636	design, experimentation, languages	2	P38039	1989	10	The complexity of parallel programming has stimulated the development of a variety of debugging tools. This survey of recent research focuses on debugger visualization systems. The effectiveness of such systems is bounded by the degree to which their representations of run-time behavior correlate with the language structures used to incorporate parallelism, as well as the logical framework adopted by the programmer. Current visualization systems are compared with the conceptual models supported by parallel languages. Attention is drawn to the fact that debuggers are tied to specific models and that this association may restrict their usefulness and acceptability.
acm76897	Debugging concurrent programs	acm76894	ACM Computing Surveys (CSUR): Volume 21 , Issue 4 (December 1989): 	593	622	Distributed computing, event history, nondeterminism, parallel processing, probe-effect, program replay, program visualization, static analysis	2	P43727	1989	36	The main problems associated with debugging concurrent programs are increased complexity, the "probe effect," nonrepeatability, and the lack of a synchronized global clock. The probe effect refers to the fact that any attempt to observe the behavior of a distributed system may change the behavior of that system. For some parallel programs, different executions with the same data will result in different results even without any attempt to observe the behavior. Even when the behavior can be observed, in many systems the lack of a synchronized global clock makes the results of the observation difficult to interpret. This paper discusses these and other problems related to debugging concurrent programs and presents a survey of current techniques used in debugging concurrent programs. Systems using three general techniques are described: traditional or breakpoint style debuggers, event monitoring systems, and static analysis systems. In addition, techniques for limiting, organizing, and displaying a large amount of data produced by the debugging systems are discussed.
acm769924	Visual hierarchical dimension reduction for exploration of high dimensional datasets	acm769922	ACM International Conference Proceeding Series: Proceedings of the symposium on Data visualisation 2003	19	28	dimensionality reduction, visual hierarchy, parallel coordinates, scatterplot matrices	4	P129424	2003	12	Traditional visualization techniques for multidimensional data sets, such as parallel coordinates, glyphs, and scatterplot matrices, do not scale well to high numbers of dimensions. A common approach to solving this problem is dimensionality reduction. Existing dimensionality reduction techniques usually generate lower dimensional spaces that have little intuitive meaning to users and allow little user interaction. In this paper we propose a new approach to handling high dimensional data, named Visual Hierarchical Dimension Reduction (VHDR), that addresses these drawbacks. VHDR not only generates lower dimensional spaces that are meaningful to users, but also allows user interactions in most steps of the process. In VHDR, dimensions are grouped into a hierarchy, and lower dimensional spaces are constructed using clusters of the hierarchy. We have implemented the VHDR approach into XmdvTool, and extended several traditional multidimensional visualization methods to convey dimension cluster characteristics when visualizing the data set in lower dimensional spaces. Our case study of applying VHDR to a real data set supports our belief that this approach is effective in supporting the exploration of high dimensional data sets.
acm775064	Query analysis and visualization of hierarchically structured data using Polaris	acm775047	Conference on Knowledge Discovery in Data: Proceedings of the eighth ACM SIGKDD international conference on Knowledge discovery and data mining	112	122	databases, data warehouses, OLAP, hierarchical projection	3	P337868	2002	14	In the last several years, large OLAP databases have become common in a variety of applications such as corporate data warehouses and scientific computing. To support interactive analysis, many of these databases are augmented with hierarchical structures that provide meaningful levels of abstraction that can be leveraged by both the computer and analyst. This hierarchical structure generates many challenges and opportunities in the design of systems for the query, analysis, and visualization of these databases.In this paper, we present an interactive visual exploration tool that facilitates exploratory analysis of data warehouses with rich hierarchical structure, such as might be stored in data cubes. We base this tool on Polaris, a system for rapidly constructing table-based graphical displays of multidimensional databases. Polaris builds visualizations using an algebraic formalism derived from the interface and interpreted as a set of queries to a database. We extend the user interface, algebraic formalism, and generation of data queries in Polaris to expose and take advantage of hierarchical structure. In the resulting system, analysts can navigate through the hierarchical projections of a database, rapidly and incrementally generating visualizations for each projection.
acm776774	Communicating Centrality in Policy Network Drawings	acm776751	IEEE Transactions on Visualization and Computer Graphics: Volume 9 , Issue 2 (April 2003): 	241	253	Information visualization, graph drawing, force-directed placement, social network analysis, centrality.	3	P286704	2003	16	We introduce a network visualization technique that supports an analytical method applied in the social sciences. Policy network analysis is an approach to study policy making structures, processes, and outcomes, thereby concentrating on relations between policy actors. An important operational concept for the analysis of policy networks is the notion of centrality, i.e., the distinction of actors according to their importance in a relational structure. We integrate this measure in a layout model for networks by mapping structural to geometric centrality. Thus, centrality values and network data can be presented simultaneously and explored interactively.
acm778316	Visualization	acm778212	Handbook of data mining and knowledge discovery	707	714	visualization, knowledge discovery in databases	1	P99212	2002	5	This chapter describes visualization methods. It describes their relationship both to scientific visualization and to statistical graphics. The use of visualization for knowledge discovery in databases (KDD) is described with attention to large databases, textual analysis, networks, time-based data, highly multivariate data, and usage by domain experts. Visualization methods are proposed as an aid both in pre- and postmodeling.
acm779243	External memory algorithms	acm779232	Handbook of massive data sets	359	416	Fourier transform, I/O complexity, RAID, batched computational geometry, batched graph problems, batched sorting, disk block, disk striping, external memory, indivisibility assumption, locality and load balancing, out-of-core, parallel disk model	1	P138075	2002	78	Data sets in large applications are often too massive to fit completely inside the computer's internal memory. The resulting input/output communication (or I/O) between fast internal memory and slower external memory (such as disks) can be a major performance bottleneck. In this paper we survey the state of the art in the design and analysis of external memory (or EM) algorithms, where the goal is to exploit locality in order to reduce the I/O costs.For sorting and related problems like permuting and fast Fourier transform, the key paradigms include distribution and merging. The paradigm of disk striping offers an elegant way to use multiple disks in parallel. For sorting, however, disk striping can be nonoptimal with respect to I/O, so to gain further improvements we discuss distribution and merging techniques for using the disks independently. We consider EM paradigms for computations involving matrixes, geometric data, and graphs, and we look at problems caused by dynamic memory allocation. We report on some experiments in the domain of spatial databases using the TPIE system (Transparent Parallel I/O programming Environment). The newly developed EM algorithms and data structures that incorporate the paradigms we discuss in this chapter are significantly faster than methods currently used in practice.
acm78223	Envisioning information	null	ISBN: 0-9613921-1-8	126	null	null	1	P75581	1990	0	null
acm785915	Query Previews in Networked Information Systems	acm785905	ADL: Proceedings of the 3rd International Forum on Research and Technology Advances in Digital Libraries	120	null	Direct Manipulation, Dynamic Query, Information System, Network, Preview Bar, Query Preview, Science Data, Volume Preview, User Interface	3	P161427	1996	6	In a networked information system (such as the NASA Earth Observing System--Data Information System (EOSDIS)), there are three major obstacles facing users in a querying process: network performance, data volume and data complexity. In order to overcome these obstacles, we propose a two-phase approach to query formulation. The two phases are the Query Preview and the Query Refinement. In the Query Preview phase, users formulate an initial query by selecting rough attribute values. The estimated number of matching data sets is shown graphically on preview bars which allows users to rapidly focus on a manageable number of relevant data sets. Query previews also prevent wasted steps by eliminating zero-hit queries. When the estimated number of data sets is low enough, the initial query is submitted to the network, which returns the metadata of the data sets for further refinement in the Query Refinement phase. The two-phase approach to query formulation overcomes slow network performance, and reduces the data volume and data complexity problems. This approach is especially appropriate for users who do not have extensive knowledge about the data and who prefer an exploratory method to discover data patterns and exceptions. Using this approach, we have developed dynamic query user interfaces to allow users to formulate their queries across a networked environment.
acm79026	A node-positioning algorithm for general trees	acm79019	Software-Practice &amp; Experience: Volume 20 , Issue 7 (July 1990): 	685	705	graph theory, trees	1	P128972	1990	0	null
acm794386	Non-parametric Similarity Measures for Unsupervised Texture Segmentation and Image Retrieval	acm794189	CVPR: Proceedings of the 1997 Conference on Computer Vision and Pattern Recognition (CVPR '97)	267	272	null	3	P134270	1997	0	In this paper we propose and examine non-parametric statistical tests to define similarity and homogeneity measures for textures. The statistical tests are applied to the coefficients of images filtered by a multi-scale Gabor filter bank. We will demonstrate that these similarity measures are useful for both, texture based image retrieval and for unsupervised texture segmentation, and hence offer an unified approach to these closely related tasks. We present results on Brodatz-like micro-textures and a collection of real-word images.
acm794502	Normalized Cuts and Image Segmentation	acm794189	CVPR: Proceedings of the 1997 Conference on Computer Vision and Pattern Recognition (CVPR '97)	731	737	grouping, image segmentation, graph partitioning	2	P139748	1997	1	We propose a novel approach for solving the perceptual grouping problem in vision. Rather than focusing on local features and their consistencies in the image data, our approach aims at extracting the global impression of an image. We treat image segmentation as a graph partitioning problem and propose a novel global criterion, the normalized cut, for segmenting the graph. The normalized cut criterion measures both the total dissimilarity between the different groups as well as the total similarity within the groups. We show that an efficient computational technique based on a generalized eigenvalue problem can be used to optimize this criterion. We have applied this approach to segmenting static images and found results very encouraging.
acm801140	INCENSE: A system for displaying data structures	acm800059	International Conference on Computer Graphics and Interactive Techniques: Proceedings of the 10th annual conference on Computer graphics and interactive techniques: ACM SIGGRAPH Computer Graphics: Volume 17 , Issue 3 (July 1983)	115	125	structured programming, user interfaces, design, human factors, languages	1	P31915	1983	5	Many modern computer languages allow the programmer to define and use a variety of data types. Few programming systems, however, allow the programmer similar flexibility when displaying the data structures for debugging, monitoring and documenting programs. Incense is a working prototype system that allows the programmer to interactively investigate data structures in actual programs. The desired displays can be specified by the programmer or a default can be used. The default displays provided by Incense present the standard form for literals of the basic types, the actual names for scalar types, stacked boxes for records and arrays, and curved lines with arrowheads for pointers. In addition to displaying data structures, Incense also allows the user to select, move, erase and redimension the resulting displays. These interactions are provided in a uniform, natural manner using a pointing device (mouse ) and keyboard.
acm801801	Towards specifying and evaluating the human factors of user-computer interfaces	acm800049	Conference on Human Factors in Computing Systems: Proceedings of the 1982 conference on Human factors in computing systems	309	314	null	2	P333992	1982	6	Despite the current interest in user-computer interfaces, the design of a good interface remains to a great extent an art, with much argument over guidelines and principles for interface design. Pertinent information, scattered throughout the literature of psychology, graphic design. linguistics, hardware design, and under the general umbrella of computer science, is only gradually being gathered into survey publications for application by computer scientists [1,4,12,15]. Our purpose is to design a specification language which will serve as a vehicle for the design of and experimentation with user-computer interfaces. The specification language not only defines the external characteristics of the interface, but can also be analyzed to determine whether the interface meets a set of generally-accepted human factors guidelines. We believe the language is general enough to be used with principles of interface design other than those we have proposed.
acm806818	A lens and aperture camera model for synthetic image generation	acm800224	International Conference on Computer Graphics and Interactive Techniques: Proceedings of the 8th annual conference on Computer graphics and interactive techniques: ACM SIGGRAPH Computer Graphics: Volume 15 , Issue 3 (August 1981)	297	305	Camera model, Computer graphics, Lens and aperture, Raster displays, Visible surface algorithms	2	P198482	1981	4	This paper extends the traditional pin-hole camera projection geometry, used in computer graphics, to a more realistic camera model which approximates the effects of a lens and an aperture function of an actual camera. This model allows the generation of synthetic images which have a depth of field, can be focused on an arbitrary plane, and also permits selective modeling of certain optical characteristics of a lens. The model can be expanded to include motion blur and special effect filters. These capabilities provide additional tools for highlighting important areas of a scene and for portraying certain physical characteristics of an object in an image.
acm808590	Distributed ray tracing	acm800031	International Conference on Computer Graphics and Interactive Techniques: Proceedings of the 11th annual conference on Computer graphics and interactive techniques: ACM SIGGRAPH Computer Graphics: Volume 18 , Issue 3 (July 1984)	137	145	Camera, Constructive solid geometry, Depth of field, Focus, Gloss, Motion blur, Penumbras, Ray tracing, Shadows, Translucency, Transparency	3	P244499	1984	3	Ray tracing is one of the most elegant techniques in computer graphics. Many phenomena that are difficult or impossible with other techniques are simple with ray tracing, including shadows, reflections, and refracted light. Ray directions, however, have been determined precisely, and this has limited the capabilities of ray tracing. By distributing the directions of the rays according to the analytic function they sample, ray tracing can incorporate fuzzy phenomena. This provides correct and easy solutions to some previously unsolved or partially solved problems, including motion blur, depth of field, penumbras, translucency, and fuzzy reflections. Motion blur and depth of field calculations can be integrated with the visible surface calculations, avoiding the problems found in previous methods. 
acm808596	A system for algorithm animation	acm800031	International Conference on Computer Graphics and Interactive Techniques: Proceedings of the 11th annual conference on Computer graphics and interactive techniques: ACM SIGGRAPH Computer Graphics: Volume 18 , Issue 3 (July 1984)	177	186	algorithm animation, computer science education, algorithm design, algorithm analysis	2	P187299	1984	2	A software environment is described which provides facilities at a variety of levels for "animating" algorithms: exposing properties of programs by displaying multiple dynamic views of the program and associated data structures. The system is operational on a network of graphics-based, personal workstations and has been used successfully in several applications for teaching and research in computer science and mathematics. In this paper, we outline the conceptual framework that we have developed for animating algorithms, describe the system that we have implemented, and give several examples drawn from the host of algorithms that we have animated.
acm81354	Computer-aided fighter pilots	acm81351	IEEE Spectrum: Volume 27 , Issue 3 (March 1990): 	38	41	aerospace computing, expert systems, human factors, military systems, software engineering, PA, Pilot's Associate, air-to-air combat, computer-aided fighter pilots, expert system, human-factors, mission goal, operational characteristics, plan-goal graph, real-time responses, software modules	3	P294966	1990	0	It is shown how an interdisciplinary team overcame technical and organizational hurdles to develop an expert system that tailors its real-time responses to a pilot's flying style. The system, called the Pilot's Associate (PA), besides the pilot's inputs, required in its knowledge bases expertise from human-factors specialists to decide how the information should be displayed, from psychologists to establish benchmarks for pilot performance in combat, and from engineers to define the relevant operational characteristics that need to be monitored by the expert system. It was designed to make expert recommendations without stopping to quiz pilots during air-to-air combat. The key to the system architecture is a plan-goal graph, which describes the elements used to link a pilot's actions, or plans, with a particular mission goal. The plan-goal graph is described, and a simple example is given to illustrate its use. The tasks of reconciling differing design requirements and of finding effective ways to communicate, both among human designers and among the software modules themselves, are discussed
acm833835	Visualization of Biological Sequence Similarity Search Results	acm832271	IEEE Visualization: Proceedings of the 6th conference on Visualization '95	44	51	visualization, molecular biology , protein, DNA, sequence, similarity search	6	P74503	1995	1	Biological sequence similarity analysis presents visualization challenges, primarily because of the massive amounts of discrete, multi-dimensional data. Genomic data generated by molecular biologists is analyzed by algorithms that search for similarity to known sequences in large genomic databases. The output from these algorithms can be several thousand pages of text, and is difficult to analyze because of its length and complexity. We developed and implemented a novel graphical representation for sequence similarity search results, which visually reveals features that are difficult to find in textual reports. The method opens new possibilities in the interpretation of this discrete, multi-dimensional data by enabling interactive investigation of the graphical representation.
acm833844	High Dimensional Brushing for Interactive Exploration of Multivariate Data	acm832271	IEEE Visualization: Proceedings of the 6th conference on Visualization '95	271	null	brushing, multivariate data visualization, visual data exploration	2	P549630	1995	5	Brushing is an operation found in many data visualization systems. It is a mechanism for interactively selecting subsets of the data so that they may be highlighted, deleted, or masked. Traditionally, brushes have been defined in screen space via methods such as painting and rubberband rectangles. In this paper we describe the design of N-dimensional brushes which are defined in data space rather than screen space, and show how they have been integrated into XmdvTool, a visualization package for displaying multivariate data. Depending on the data display technique in use, brushes may be specified and manipulated via direct or indirect methods, and the specification may be demand-driven or data-driven. Various brush operations such as highlighting, linking, masking, moving average, and quantitative display have been developed to apply to the selected data. In addition, we have explored several new brush concepts, such as non-discrete brush boundaries, simultaneous display of multiple brushes, and creating composite brushes via logical operators. Preliminary experimental evaluation with test subjects supports the usefulness of N-dimensional brushes in data exploration tasks.
acm833846	Recursive Pattern: A Technique for Visualizing Very Large Amounts of Data	acm832271	IEEE Visualization: Proceedings of the 6th conference on Visualization '95	279	null	Visualizing Large Data Sets, Visualizing Multidimensional and Multivariate Data, Visualizing Large Sequential Data Sets, Recursive Visualization Techniques, Interfaces to Databases	3	P58960	1995	19	An important goal of visualization technology is to support the exploration and analysis of very large amounts of data. In this paper, we propose a new visualization technique called `recursive pattern' which has been developed for visualizing large amounts of multidimensional data. The technique is based on a generic recursive scheme which generalizes a wide range of pixel-oriented arrangements for displaying large data sets. By instantiating the technique with adequate data- and application-dependent parameters, the user may largely influence the structure of the resulting visualizations. Since the technique uses one pixel for presenting each data value, the amount of data which can be displayed is only limited by the resolution of current display technology and by the limitations of human perceptibility. Beside describing the basic idea of the `recursive pattern' technique, we provide several examples of useful parameter settings for the various recursion levels. We further show that our `recursive pattern ' technique is particularly advantageous for the large class of data sets which have a natural order according to one dimension (e.g. time series data). We demonstrate the usefulness of our technique by using a stock market application.
acm833851	Iconic Techniques for Feature Visualization	acm832271	IEEE Visualization: Proceedings of the 6th conference on Visualization '95	288	295	scientific visualization, feature extraction, iconic visualization, attribute calculation	4	P87141	1995	6	Presents a conceptual framework and a process model for feature extraction and iconic visualization. Feature extraction is viewed as a process of data abstraction, which can proceed in multiple stages, and corresponding data abstraction levels. The features are represented by attribute sets, which play a key role in the visualization process. Icons are symbolic parametric objects, designed as visual representations of features. The attributes are mapped to the parameters (or degrees of freedom) of an icon. We describe some generic techniques to generate attribute sets, such as volume integrals and medial axis transforms. A simple but powerful modeling language was developed to create icons, and to link the attributes to the icon parameters. We present illustrative examples of iconic visualization created with the techniques described, showing the effectiveness of this approach.
acm833862	A rule-based tool for assisting colormap selection	acm832271	IEEE Visualization: Proceedings of the 6th conference on Visualization '95	118	125	IBM Visualization Data Explorer, PRAVDAColor, colormap selection, colour graphics, data analysis, data type, data visualisation, expert systems, human perceptual system, rule-based tool, spatial frequency	3	P551247	1995	7	The paper presents an interactive approach for guiding the user's select of colormaps in visualization. PRAVDAColor, implemented as a module in the IBM Visualization Data Explorer, provides the user a selection of appropriate colormaps given the data type and spatial frequency, the user's task, and properties of the human perceptual system
acm833874	Subverting Structure: Data-Driven Diagram Generation	acm832271	IEEE Visualization: Proceedings of the 6th conference on Visualization '95	217	223	AVE, Automatic Visualization Environment, data visualization, data-driven diagram generation, semantic networks	3	P94710	10-29-1995	4	Diagrams are data representations that convey information predominantly through combinations of graphical elements rather than through other channels such as text or interaction. We have implemented a prototype called AVE (Automatic Visualization Environment) that generates diagrams automatically based on a generative theory of diagram design. According to this theory, diagrams are constructed based on the data to be visualized rather than by selection from a predefined set of diagrams. This approach can be applied to knowledge represented by semantic networks. We give a brief introduction to the underlying theory, then describe the implementation and finally discuss strategies for extending the algorithm
acm833884	An Architecture for Retaining and Analyzing Visual Explorations of Databases	acm832271	IEEE Visualization: Proceedings of the 6th conference on Visualization '95	101	108	visual database exploration, database visualization, metadata, user modeling, interaction	2	P465743	11-1995	6	A software architecture is presented to integrate a database management system with data visualization. One of its primary objectives, the retention of user-data interactions, is detailed. By storing all queries over the data along with high-level descriptions of the query results and the associated visualization, the processes by which a database is explored can be analyzed. This approach can lead to important contributions in the development of user models as data explorers, metadata models for scientific databases, intelligent assistants and data exploration services. We describe the underlying elements of this approach, specifically the visual database exploration model and the metadata objects that support the model.
acm833887	Authenticity Analysis of Wavelet Approximations in Visualization	acm832271	IEEE Visualization: Proceedings of the 6th conference on Visualization '95	184	191	Wavelet transform, Data compression, Data visualization, Multiresolution visualization	2	P218971	10-29-1995	7	Wavelet transforms include data decompositions and reconstructions. This paper is concerned with the authenticity issues of the data decomposition, particularly for data visualization. A total of six datasets are used to clarify the approximation characteristics of compactly supported orthogonal wavelets. We present an error tracking mechanism, which uses the available wavelet resources to measure the quality of the wavelet approximations
acm834348	Collaborative Active Textbooks: A Web-Based Algorithm Animation System for an Electronic Classroom	acm832277	VL: Proceedings of the 1996 IEEE Symposium on Visual Languages	266	275	algorithm theory, computer animation, computer science education, data visualization, multimedia computing, algorithm animation	2	P187299	1996	4	The paper describes CAT, a Web-based algorithm animation system. CAT augments the expressive power of Web pages for publishing passive multimedia information with a full-fledged interactive algorithm animation system. It improves on previous Web-based algorithm animations by providing a framework that makes it easy to construct new animations, including those that involve multiple views. Because views of the same running algorithm may reside on different machines, CAT is particularly well-suited for electronic classrooms. This strategy is an improvement over the electronic classroom systems the authors are aware of which simply display the same X window on multiple machines. They believe their framework generalizes to electronic textbooks in arbitrary domains
acm834354	The Eyes Have It: A Task by Data Type Taxonomy for Information Visualizations	acm832277	VL: Proceedings of the 1996 IEEE Symposium on Visual Languages	336	343	visualization, information visualization, graphical user interfaces	1	P28685	09-03-1996	41	A useful starting point for designing advanced graphical user interfaces is the visual information seeking Mantra: overview first, zoom and filter, then details on demand. But this is only a starting point in trying to understand the rich and varied set of information visualizations that have been proposed in recent years. The paper offers a task by data type taxonomy with seven data types (one, two, three dimensional data, temporal and multi dimensional data, and tree and network data) and seven tasks (overview, zoom, filter, details-on-demand, relate, history, and extracts)
acm834481	Fluid Visualization of Spreadsheet Structures	acm832279	VL: Proceedings of the IEEE Symposium on Visual Languages	118	125	information visualization, spreadsheet, animation, dataflow graph, fluid user interfaces	4	P277957	09-01-1998	19	Spreadsheets augment a visible tabular layout with invisible formulas. Direct manipulations of the tabular layout may or may not result in the desired changes to the formulas. The user is forced to explore the individual cells to find, verify, and modify the formulas, which causes heavy cognitive overhead. We present a set of techniques that make these formulas and their resulting dataflow structure easily accessible while maintaining the natural appearance of the spreadsheet. Transient local views visualize dataflow structures associated with individual cells, while static global views and animated global explanations visually present the entire dataflow structure at once. Semantic navigation enables the user to navigate through the dataflow structure interactively, and visual editing techniques make it possible to construct formulas using graphical editing techniques. Central to these techniques is the use of animation and lightweight interaction for rapid and non-intrusive visualization. Our prototype implementation suggests that these techniques can greatly improve the expressive power of current spreadsheets as well as other applications that have rich underlying structures
